;Invoice ID;Branch;City;Costumer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
804;831-81-6575;B;Curitiba;Membro;Feminino;Casa e estilo de vida;88,91;6;4,45;537,91;03/26/2023;11:12;cartão de crédito;533,46;0,00;533,46;9,9
805;220-68-6701;A;Porto Alegre;Normal;Masculino;Casa e estilo de vida;520,82;2;26,04;1067,68;05/29/2023;16:36;cartão de crédito;1041,64;0,00;1041,64;7,7
806;618-34-8551;A;Curitiba;Normal;Masculino;Saúde e beleza;804,82;9;40,24;7283,62;09/02/2023;18:41;cartão de crédito;7243,38;0,00;7243,38;9,6
807;257-60-7754;A;Florianopolis;Membro;Masculino;Saúde e beleza;233,90;9;11,70;2116,80;06/23/2023;17:12;dinheiro;2105,10;0,00;2105,10;5,1
808;559-61-5987;B;Porto Alegre;Normal;Feminino;Esportes e viagens;673,69;6;33,68;4075,82;03/05/2023;10:38;dinheiro;4042,14;0,00;4042,14;6,5
809;189-55-2313;C;Curitiba;Normal;Feminino;Acessórios eletrônicos;41,23;10;2,06;414,36;09/21/2023;10:33;pix;412,30;0,00;412,30;7,9
810;565-91-4567;B;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;388,43;6;19,42;2350,00;01/03/2023;14:38;dinheiro;2330,58;0,00;2330,58;7,5
811;380-60-5336;A;Florianopolis;Normal;Feminino;Esportes e viagens;271,71;3;13,59;828,72;07/13/2023;18:06;pix;815,13;0,00;815,13;8,9
812;815-04-6282;C;Curitiba;Normal;Masculino;Casa e estilo de vida;490,63;6;24,53;2968,31;03/07/2023;12:52;pix;2943,78;0,00;2943,78;6,0
813;674-56-6360;A;Curitiba;Membro;Masculino;Alimentos e bebidas;82,62;9;4,13;747,71;10/04/2023;14:00;pix;743,58;0,00;743,58;6,2
814;778-34-2523;A;Florianopolis;Normal;Feminino;Casa e estilo de vida;138,04;3;6,90;421,02;08/06/2023;10:57;pix;414,12;0,00;414,12;6,0
815;499-27-7781;B;Florianopolis;Membro;Masculino;Casa e estilo de vida;427,19;1;21,36;448,55;05/09/2023;16:45;dinheiro;427,19;0,00;427,19;9,6
816;477-59-2456;C;Porto Alegre;Membro;Masculino;Alimentos e bebidas;453,83;7;22,69;3199,50;01/08/2023;11:15;pix;3176,81;0,00;3176,81;8,9
817;832-51-6761;A;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;776,52;7;38,83;5474,47;06/01/2023;20:29;dinheiro;5435,64;0,00;5435,64;8,8
818;869-11-3082;B;Porto Alegre;Membro;Feminino;Casa e estilo de vida;352,02;1;17,60;369,62;02/28/2023;20:03;cartão de crédito;352,02;0,00;352,02;6,3
819;190-59-3964;B;Porto Alegre;Membro;Masculino;Saúde e beleza;380,50;3;19,03;1160,53;04/25/2023;14:35;pix;1141,50;0,00;1141,50;9,8
820;366-43-6862;B;Curitiba;Membro;Masculino;Acessórios eletrônicos;191,68;9;9,58;1734,70;09/12/2023;16:32;cartão de crédito;1725,12;0,00;1725,12;9,2
821;186-43-8965;A;Curitiba;Membro;Masculino;Saúde e beleza;655,34;6;32,77;3964,81;10/26/2023;10:10;pix;3932,04;0,00;3932,04;6,0
822;784-21-9238;C;Porto Alegre;Membro;Masculino;Casa e estilo de vida;628,39;5;31,42;3173,37;12/31/2023;14:15;pix;3141,95;0,00;3141,95;7,3
823;276-75-6884;A;Curitiba;Normal;Masculino;Esportes e viagens;712,73;8;35,64;5737,48;09/27/2023;10:05;dinheiro;5701,84;0,00;5701,84;5,5
824;109-86-4363;B;Florianopolis;Normal;Masculino;Alimentos e bebidas;237,50;10;11,88;2386,88;07/25/2023;11:36;cartão de crédito;2375,00;0,00;2375,00;6,0
825;569-76-2760;A;Florianopolis;Membro;Feminino;Alimentos e bebidas;448,18;8;22,41;3607,85;07/15/2023;18:15;pix;3585,44;0,00;3585,44;7,2
826;222-42-0244;B;Porto Alegre;Membro;Feminino;Casa e estilo de vida;638,84;1;31,94;670,78;09/14/2023;13:53;cartão de crédito;638,84;0,00;638,84;7,8
827;760-53-9233;A;Florianopolis;Normal;Masculino;Saúde e beleza;820,55;8;41,03;6605,43;04/12/2023;18:37;dinheiro;6564,40;0,00;6564,40;9,9
828;538-22-0304;C;Florianopolis;Normal;Feminino;Acessórios eletrônicos;471,54;1;23,58;495,12;10/02/2023;18:27;cartão de crédito;471,54;0,00;471,54;5,5
829;416-17-9926;A;Curitiba;Normal;Masculino;Casa e estilo de vida;184,70;8;9,23;1486,83;08/10/2023;14:42;cartão de crédito;1477,60;0,00;1477,60;5,1
830;237-44-6163;A;Curitiba;Membro;Masculino;Acessórios eletrônicos;290,65;2;14,53;595,83;07/01/2023;17:43;dinheiro;581,30;0,00;581,30;9,8
831;636-17-0325;B;Florianopolis;Normal;Feminino;Alimentos e bebidas;586,49;1;29,32;615,81;05/30/2023;18:37;cartão de crédito;586,49;0,00;586,49;7,8
832;343-75-9322;B;Porto Alegre;Normal;Feminino;Casa e estilo de vida;826,57;4;41,33;3347,61;08/22/2023;16:34;cartão de crédito;3306,28;0,00;3306,28;5,3
833;528-14-9470;A;Florianopolis;Membro;Feminino;Saúde e beleza;529,73;8;26,49;4264,33;11/09/2023;14:42;cartão de crédito;4237,84;0,00;4237,84;7,9
834;427-45-9297;B;Curitiba;Membro;Feminino;Saúde e beleza;609,23;6;30,46;3685,84;07/12/2023;11:01;dinheiro;3655,38;0,00;3655,38;7,5
835;807-34-3742;A;Curitiba;Normal;Masculino;Casa e estilo de vida;35,02;3;1,75;106,81;08/13/2023;19:44;cartão de crédito;105,06;0,00;105,06;9,6
836;288-62-1085;A;Porto Alegre;Membro;Feminino;Saúde e beleza;431,49;9;21,57;3904,98;07/12/2023;13:34;dinheiro;3883,41;0,00;3883,41;5,2
837;670-71-7306;B;Curitiba;Normal;Feminino;Casa e estilo de vida;634,10;3;31,71;1934,01;06/09/2023;20:08;pix;1902,30;0,00;1902,30;10,0
838;660-29-7083;C;Curitiba;Normal;Masculino;Alimentos e bebidas;146,00;10;7,30;1467,30;09/28/2023;15:01;cartão de crédito;1460,00;0,00;1460,00;5,7
839;271-77-8740;C;Porto Alegre;Membro;Feminino;Casa e estilo de vida;869,65;7;43,48;6131,03;02/09/2023;11:40;cartão de crédito;6087,55;0,00;6087,55;8,9
840;497-36-0989;A;Curitiba;Normal;Masculino;Alimentos e bebidas;649,17;9;32,46;5874,99;03/17/2023;15:21;cartão de crédito;5842,53;0,00;5842,53;9,4
841;291-59-1384;B;Florianopolis;Membro;Masculino;Casa e estilo de vida;885,30;8;44,27;7126,67;05/21/2023;17:38;dinheiro;7082,40;0,00;7082,40;9,1
842;860-73-6466;A;Florianopolis;Normal;Feminino;Esportes e viagens;682,05;2;34,10;1398,20;02/23/2023;16:16;cartão de crédito;1364,10;0,00;1364,10;6,6
843;549-23-9016;C;Porto Alegre;Normal;Feminino;Saúde e beleza;132,22;4;6,61;535,49;06/09/2023;18:15;dinheiro;528,88;0,00;528,88;7,0
844;896-34-0956;A;Porto Alegre;Membro;Masculino;Saúde e beleza;207,49;5;10,37;1047,82;12/23/2023;12:43;dinheiro;1037,45;0,00;1037,45;9,3
845;804-38-3935;A;Porto Alegre;Normal;Feminino;Casa e estilo de vida;985,57;2;49,28;2020,42;05/02/2023;11:32;pix;1971,14;0,00;1971,14;6,0
846;585-90-0249;A;Porto Alegre;Membro;Masculino;Casa e estilo de vida;903,55;5;45,18;4562,93;09/05/2023;18:08;cartão de crédito;4517,75;0,00;4517,75;5,3
847;862-29-5914;C;Porto Alegre;Membro;Masculino;Casa e estilo de vida;733,50;6;36,68;4437,68;12/27/2023;17:08;pix;4401,00;0,00;4401,00;5,2
848;845-94-6841;C;Florianopolis;Membro;Feminino;Esportes e viagens;806,35;7;40,32;5684,77;07/10/2023;19:38;cartão de crédito;5644,45;0,00;5644,45;7,9
849;125-45-2293;A;Curitiba;Normal;Feminino;Saúde e beleza;613,92;9;30,70;5555,98;12/11/2023;13:11;cartão de crédito;5525,28;0,00;5525,28;9,6
850;843-73-4724;A;Florianopolis;Normal;Masculino;Saúde e beleza;960,75;3;48,04;2930,29;06/21/2023;11:05;cartão de crédito;2882,25;0,00;2882,25;5,2
851;409-33-9708;A;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;248,16;8;12,41;1997,69;08/10/2023;10:12;cartão de crédito;1985,28;0,00;1985,28;6,0
852;658-66-3967;C;Florianopolis;Normal;Masculino;Casa e estilo de vida;380,42;2;19,02;779,86;06/20/2023;15:42;dinheiro;760,84;0,00;760,84;9,3
853;866-70-2814;B;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;615,69;5;30,78;3109,23;06/20/2023;11:58;pix;3078,45;0,00;3078,45;9,1
854;160-22-2687;A;Porto Alegre;Membro;Masculino;Saúde e beleza;663,79;6;33,19;4015,93;05/27/2023;14:21;cartão de crédito;3982,74;0,00;3982,74;7,6
855;895-03-6665;B;Curitiba;Membro;Masculino;Esportes e viagens;856,36;9;42,82;7750,06;10/12/2023;10:52;cartão de crédito;7707,24;0,00;7707,24;6,2
856;770-42-8960;B;Curitiba;Membro;Masculino;Casa e estilo de vida;121,48;1;6,07;127,55;07/14/2023;19:31;dinheiro;121,48;0,00;121,48;7,9
857;748-45-2862;A;Florianopolis;Normal;Masculino;Acessórios eletrônicos;161,45;2;8,07;330,97;05/11/2023;18:35;pix;322,90;0,00;322,90;9,0
858;234-36-2483;B;Porto Alegre;Membro;Masculino;Casa e estilo de vida;709,98;7;35,50;5005,36;08/16/2023;13:51;pix;4969,86;0,00;4969,86;9,0
859;316-66-3011;A;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;240,62;7;12,03;1696,37;03/30/2023;12:35;dinheiro;1684,34;0,00;1684,34;8,4
860;848-95-6252;C;Florianopolis;Membro;Feminino;Acessórios eletrônicos;98,81;5;4,94;498,99;11/02/2023;13:24;dinheiro;494,05;0,00;494,05;6,4
861;840-76-5966;A;Curitiba;Membro;Masculino;Saúde e beleza;864,18;7;43,21;6092,47;09/01/2023;18:06;dinheiro;6049,26;0,00;6049,26;5,1
862;152-03-4217;B;Porto Alegre;Membro;Masculino;Saúde e beleza;284,85;7;14,24;2008,19;10/17/2023;11:55;cartão de crédito;1993,95;0,00;1993,95;5,6
863;533-66-5566;B;Curitiba;Normal;Feminino;Saúde e beleza;837,01;1;41,85;878,86;03/01/2023;11:42;dinheiro;837,01;0,00;837,01;9,0
864;124-31-1458;A;Curitiba;Normal;Masculino;Acessórios eletrônicos;491,65;8;24,58;3957,78;02/06/2023;14:30;pix;3933,20;0,00;3933,20;8,7
865;176-78-1170;C;Porto Alegre;Normal;Feminino;Saúde e beleza;223,19;2;11,16;457,54;08/18/2023;15:11;cartão de crédito;446,38;0,00;446,38;7,5
866;361-59-0574;B;Florianopolis;Membro;Feminino;Casa e estilo de vida;227,18;5;11,36;1147,26;01/13/2023;14:48;pix;1135,90;0,00;1135,90;5,5
867;101-81-4070;C;Curitiba;Membro;Feminino;Casa e estilo de vida;339,00;8;16,95;2728,95;12/01/2023;12:36;dinheiro;2712,00;0,00;2712,00;6,3
868;631-34-1880;C;Porto Alegre;Normal;Masculino;Alimentos e bebidas;939,21;10;46,96;9439,06;12/16/2023;19:09;cartão de crédito;9392,10;0,00;9392,10;5,5
869;852-82-2749;A;Porto Alegre;Normal;Masculino;Esportes e viagens;461,72;5;23,09;2331,69;11/27/2023;13:35;pix;2308,60;0,00;2308,60;7,8
870;873-14-6353;A;Porto Alegre;Membro;Masculino;Esportes e viagens;931,06;4;46,55;3770,79;07/14/2023;10:33;pix;3724,24;0,00;3724,24;6,5
871;584-66-4073;C;Curitiba;Normal;Masculino;Saúde e beleza;206,53;4;10,33;836,45;01/08/2023;15:45;cartão de crédito;826,12;0,00;826,12;9,3
872;544-55-9589;B;Florianopolis;Normal;Feminino;Acessórios eletrônicos;757,35;4;37,87;3067,27;05/05/2023;11:51;cartão de crédito;3029,40;0,00;3029,40;5,1
873;166-19-2553;A;Porto Alegre;Normal;Feminino;Alimentos e bebidas;103,34;8;5,17;831,89;02/28/2023;17:26;pix;826,72;0,00;826,72;9,5
874;737-88-5876;A;Curitiba;Membro;Feminino;Acessórios eletrônicos;683,59;3;34,18;2084,95;03/31/2023;11:52;pix;2050,77;0,00;2050,77;6,9
875;154-87-7367;C;Curitiba;Normal;Feminino;Saúde e beleza;339,54;8;16,98;2733,30;09/17/2023;14:04;dinheiro;2716,32;0,00;2716,32;5,9
876;885-56-0389;C;Porto Alegre;Normal;Masculino;Alimentos e bebidas;300,64;7;15,03;2119,51;09/29/2023;17:49;dinheiro;2104,48;0,00;2104,48;6,1
877;608-05-3804;B;Porto Alegre;Normal;Masculino;Saúde e beleza;462,05;8;23,10;3719,50;04/12/2023;20:19;pix;3696,40;0,00;3696,40;5,5
878;448-61-3783;A;Porto Alegre;Normal;Masculino;Esportes e viagens;599,82;10;29,99;6028,19;09/28/2023;16:08;dinheiro;5998,20;0,00;5998,20;7,0
879;761-49-0439;B;Porto Alegre;Normal;Feminino;Saúde e beleza;179,71;4;8,99;727,83;02/13/2023;10:17;dinheiro;718,84;0,00;718,84;6,1
880;490-95-0021;B;Porto Alegre;Normal;Masculino;Alimentos e bebidas;320,25;1;16,01;336,26;06/10/2023;14:25;pix;320,25;0,00;320,25;6,6
881;115-38-7388;C;Curitiba;Membro;Masculino;Saúde e beleza;434,35;2;21,72;890,42;12/16/2023;12:51;cartão de crédito;868,70;0,00;868,70;8,3
882;311-13-6971;B;Porto Alegre;Membro;Masculino;Alimentos e bebidas;876,09;4;43,80;3548,16;11/30/2023;15:18;pix;3504,36;0,00;3504,36;5,2
883;291-55-6563;A;Florianopolis;Normal;Feminino;Alimentos e bebidas;930,28;3;46,51;2837,35;06/15/2023;12:45;cartão de crédito;2790,84;0,00;2790,84;7,4
884;548-48-3156;A;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;192,13;10;9,61;1930,91;07/18/2023;13:37;cartão de crédito;1921,30;0,00;1921,30;6,9
885;460-93-5834;A;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;199,15;1;9,96;209,11;05/09/2023;10:03;pix;199,15;0,00;199,15;10,0
886;325-89-4209;A;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;916,13;9;45,81;8290,98;02/26/2023;19:42;cartão de crédito;8245,17;0,00;8245,17;8,8
887;884-80-6021;A;Porto Alegre;Normal;Feminino;Alimentos e bebidas;805,69;3;40,28;2457,35;12/26/2023;13:14;cartão de crédito;2417,07;0,00;2417,07;7,1
888;137-74-8729;C;Florianopolis;Membro;Masculino;Acessórios eletrônicos;718,22;7;35,91;5063,45;09/13/2023;12:47;pix;5027,54;0,00;5027,54;5,8
889;880-46-5796;A;Curitiba;Normal;Masculino;Acessórios eletrônicos;152,83;8;7,64;1230,28;06/26/2023;19:53;cartão de crédito;1222,64;0,00;1222,64;8,6
890;389-70-2397;C;Florianopolis;Membro;Feminino;Casa e estilo de vida;391,76;7;19,59;2761,91;02/07/2023;10:26;cartão de crédito;2742,32;0,00;2742,32;6,0
891;114-35-5271;B;Curitiba;Membro;Feminino;Acessórios eletrônicos;543,49;7;27,17;3831,60;01/02/2023;15:06;dinheiro;3804,43;0,00;3804,43;5,1
892;607-76-6216;C;Florianopolis;Membro;Masculino;Saúde e beleza;42,84;1;2,14;44,98;07/04/2023;16:35;dinheiro;42,84;0,00;42,84;6,9
893;715-20-1673;B;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;76,78;5;3,84;387,74;06/09/2023;20:57;pix;383,90;0,00;383,90;5,3
894;811-35-1094;B;Florianopolis;Membro;Feminino;Casa e estilo de vida;822,71;5;41,14;4154,69;02/14/2023;15:16;pix;4113,55;0,00;4113,55;9,4
895;699-88-1972;B;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;795,15;7;39,76;5605,81;06/28/2023;17:47;dinheiro;5566,05;0,00;5566,05;6,4
896;781-84-8059;C;Curitiba;Membro;Masculino;Casa e estilo de vida;692,25;2;34,61;1419,11;11/24/2023;16:23;dinheiro;1384,50;0,00;1384,50;7,4
897;409-49-6995;C;Curitiba;Normal;Feminino;Saúde e beleza;580,96;1;29,05;610,01;03/10/2023;10:17;cartão de crédito;580,96;0,00;580,96;8,4
898;725-54-0677;C;Florianopolis;Membro;Masculino;Acessórios eletrônicos;995,05;7;49,75;7015,10;07/18/2023;13:50;dinheiro;6965,35;0,00;6965,35;7,5
899;146-09-5432;A;Curitiba;Membro;Feminino;Casa e estilo de vida;100,89;4;5,04;408,60;01/10/2023;19:17;pix;403,56;0,00;403,56;9,7
900;377-79-7592;C;Porto Alegre;Membro;Feminino;Casa e estilo de vida;790,37;4;39,52;3201,00;03/05/2023;14:00;pix;3161,48;0,00;3161,48;5,2
901;509-10-0516;B;Curitiba;Membro;Masculino;Esportes e viagens;158,76;1;7,94;166,70;12/05/2023;12:02;dinheiro;158,76;0,00;158,76;7,5
902;595-94-9924;A;Florianopolis;Normal;Masculino;Acessórios eletrônicos;357,01;6;17,85;2159,91;10/27/2023;20:21;cartão de crédito;2142,06;0,00;2142,06;6,8
903;865-41-9075;A;Florianopolis;Membro;Masculino;Saúde e beleza;191,75;6;9,59;1160,09;04/05/2023;17:35;cartão de crédito;1150,50;0,00;1150,50;9,2
904;545-07-8534;C;Florianopolis;Normal;Masculino;Casa e estilo de vida;145,78;8;7,29;1173,53;10/22/2023;12:42;dinheiro;1166,24;0,00;1166,24;8,3
905;118-62-1812;C;Curitiba;Normal;Feminino;Casa e estilo de vida;110,67;7;5,53;780,22;05/15/2023;17:56;dinheiro;774,69;0,00;774,69;9,2
906;450-42-3339;C;Florianopolis;Normal;Masculino;Casa e estilo de vida;910,00;1;45,50;955,50;05/09/2023;18:58;cartão de crédito;910,00;0,00;910,00;5,7
907;851-98-3555;B;Curitiba;Membro;Masculino;Alimentos e bebidas;123,51;5;6,18;623,73;02/16/2023;14:08;pix;617,55;0,00;617,55;5,0
908;186-71-5196;A;Florianopolis;Normal;Masculino;Saúde e beleza;238,04;5;11,90;1202,10;10/27/2023;16:30;dinheiro;1190,20;0,00;1190,20;7,4
909;624-01-8356;B;Florianopolis;Membro;Masculino;Acessórios eletrônicos;186,60;2;9,33;382,53;04/27/2023;10:44;dinheiro;373,20;0,00;373,20;5,3
910;313-66-9943;B;Florianopolis;Membro;Feminino;Alimentos e bebidas;532,03;7;26,60;3750,81;11/29/2023;20:29;pix;3724,21;0,00;3724,21;5,0
911;151-27-8496;C;Curitiba;Normal;Feminino;Acessórios eletrônicos;371,89;1;18,59;390,48;12/20/2023;11:43;dinheiro;371,89;0,00;371,89;7,6
912;453-33-6436;A;Curitiba;Membro;Masculino;Acessórios eletrônicos;567,53;8;28,38;4568,62;12/13/2023;10:09;dinheiro;4540,24;0,00;4540,24;5,3
913;522-57-8364;A;Florianopolis;Normal;Masculino;Saúde e beleza;825,03;10;41,25;8291,55;06/26/2023;10:00;dinheiro;8250,30;0,00;8250,30;6,2
914;459-45-2396;A;Curitiba;Membro;Masculino;Acessórios eletrônicos;794,86;6;39,74;4808,90;01/01/2023;18:45;cartão de crédito;4769,16;0,00;4769,16;7,9
915;717-96-4189;C;Porto Alegre;Normal;Masculino;Saúde e beleza;360,79;8;18,04;2904,36;06/12/2023;12:40;pix;2886,32;0,00;2886,32;7,6
916;722-13-2115;C;Florianopolis;Membro;Feminino;Alimentos e bebidas;424,66;9;21,23;3843,17;01/04/2023;15:36;cartão de crédito;3821,94;0,00;3821,94;8,4
917;749-81-8133;A;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;798,91;4;39,95;3235,59;09/06/2023;12:04;dinheiro;3195,64;0,00;3195,64;6,4
918;777-67-2495;B;Porto Alegre;Membro;Masculino;Casa e estilo de vida;25,82;3;1,29;78,75;08/06/2023;11:26;dinheiro;77,46;0,00;77,46;9,2
919;636-98-3364;B;Porto Alegre;Membro;Masculino;Casa e estilo de vida;706,20;2;35,31;1447,71;04/25/2023;12:36;pix;1412,40;0,00;1412,40;9,7
920;246-55-6923;C;Curitiba;Membro;Masculino;Acessórios eletrônicos;910,97;8;45,55;7333,31;02/02/2023;15:06;pix;7287,76;0,00;7287,76;8,0
921;181-82-6255;B;Florianopolis;Normal;Feminino;Alimentos e bebidas;29,85;7;1,49;210,44;04/03/2023;10:58;dinheiro;208,95;0,00;208,95;8,3
922;838-02-1821;C;Florianopolis;Membro;Masculino;Alimentos e bebidas;238,73;1;11,94;250,67;10/01/2023;12:10;pix;238,73;0,00;238,73;8,4
923;887-42-0517;C;Porto Alegre;Normal;Masculino;Saúde e beleza;524,25;8;26,21;4220,21;08/09/2023;10:31;pix;4194,00;0,00;4194,00;6,9
924;457-12-0244;C;Porto Alegre;Normal;Feminino;Saúde e beleza;731,42;7;36,57;5156,51;09/17/2023;13:49;cartão de crédito;5119,94;0,00;5119,94;9,2
925;226-34-0034;B;Florianopolis;Normal;Feminino;Saúde e beleza;42,91;9;2,15;388,34;07/27/2023;11:10;pix;386,19;0,00;386,19;7,6
926;321-49-7382;B;Curitiba;Membro;Masculino;Saúde e beleza;87,45;4;4,37;354,17;02/27/2023;17:38;pix;349,80;0,00;349,80;7,3
927;397-25-8725;A;Curitiba;Membro;Masculino;Acessórios eletrônicos;776,05;4;38,80;3143,00;11/21/2023;17:54;dinheiro;3104,20;0,00;3104,20;9,5
928;431-66-2305;B;Porto Alegre;Normal;Feminino;Saúde e beleza;560,11;5;28,01;2828,56;03/06/2023;20:51;cartão de crédito;2800,55;0,00;2800,55;8,1
929;825-94-5922;B;Curitiba;Normal;Masculino;Acessórios eletrônicos;772,71;5;38,64;3902,19;10/26/2023;19:26;pix;3863,55;0,00;3863,55;5,7
930;641-62-7288;B;Curitiba;Membro;Masculino;Casa e estilo de vida;167,00;2;8,35;342,35;08/30/2023;13:33;cartão de crédito;334,00;0,00;334,00;7,9
931;756-93-1854;C;Porto Alegre;Membro;Masculino;Casa e estilo de vida;392,27;4;19,61;1588,69;09/27/2023;14:05;dinheiro;1569,08;0,00;1569,08;8,2
932;243-55-8457;A;Florianopolis;Normal;Feminino;Saúde e beleza;521,01;3;26,05;1589,08;12/11/2023;11:40;cartão de crédito;1563,03;0,00;1563,03;5,6
933;458-10-8612;C;Curitiba;Normal;Feminino;Acessórios eletrônicos;42,59;5;2,13;215,08;06/08/2023;12:27;cartão de crédito;212,95;0,00;212,95;8,6
934;501-61-1753;B;Curitiba;Normal;Masculino;Acessórios eletrônicos;556,49;9;27,82;5036,23;09/05/2023;20:24;pix;5008,41;0,00;5008,41;6,7
935;235-06-8510;C;Florianopolis;Membro;Masculino;Casa e estilo de vida;807,38;5;40,37;4077,27;05/22/2023;20:59;pix;4036,90;0,00;4036,90;7,8
936;433-08-7822;C;Florianopolis;Normal;Feminino;Acessórios eletrônicos;128,48;8;6,42;1034,26;08/26/2023;19:48;dinheiro;1027,84;0,00;1027,84;6,7
937;361-85-2571;A;Porto Alegre;Normal;Feminino;Alimentos e bebidas;561,82;1;28,09;589,91;11/14/2023;10:18;cartão de crédito;561,82;0,00;561,82;9,7
938;131-70-8179;A;Porto Alegre;Membro;Masculino;Esportes e viagens;603,11;1;30,16;633,27;08/02/2023;16:27;dinheiro;603,11;0,00;603,11;6,2
939;500-02-2261;C;Curitiba;Normal;Feminino;Saúde e beleza;78,32;2;3,92;160,56;03/21/2023;17:04;dinheiro;156,64;0,00;156,64;8,6
940;720-72-2436;A;Curitiba;Normal;Masculino;Saúde e beleza;849,31;4;42,47;3439,71;12/03/2023;18:14;dinheiro;3397,24;0,00;3397,24;9,9
941;702-83-5291;C;Florianopolis;Membro;Masculino;Esportes e viagens;727,57;3;36,38;2219,09;04/08/2023;10:43;cartão de crédito;2182,71;0,00;2182,71;6,0
942;809-69-9497;A;Porto Alegre;Normal;Feminino;Saúde e beleza;135,76;10;6,79;1364,39;06/17/2023;19:30;cartão de crédito;1357,60;0,00;1357,60;5,4
943;449-16-6770;A;Porto Alegre;Membro;Masculino;Casa e estilo de vida;689,80;8;34,49;5552,89;06/10/2023;14:53;pix;5518,40;0,00;5518,40;8,1
944;333-23-2632;A;Florianopolis;Membro;Feminino;Casa e estilo de vida;964,83;2;48,24;1977,90;09/12/2023;20:14;cartão de crédito;1929,66;0,00;1929,66;5,1
945;489-82-1237;A;Florianopolis;Membro;Masculino;Acessórios eletrônicos;388,27;5;19,41;1960,76;01/03/2023;11:51;pix;1941,35;0,00;1941,35;5,2
946;859-97-6048;C;Florianopolis;Normal;Masculino;Saúde e beleza;966,17;4;48,31;3912,99;03/08/2023;14:13;dinheiro;3864,68;0,00;3864,68;8,8
947;676-10-2200;B;Curitiba;Normal;Feminino;Alimentos e bebidas;938,02;10;46,90;9427,10;03/23/2023;20:13;cartão de crédito;9380,20;0,00;9380,20;7,2
948;373-88-1424;C;Florianopolis;Membro;Feminino;Acessórios eletrônicos;410,79;10;20,54;4128,44;11/17/2023;18:44;dinheiro;4107,90;0,00;4107,90;5,1
949;365-16-4334;B;Florianopolis;Normal;Masculino;Acessórios eletrônicos;790,12;1;39,51;829,63;07/17/2023;14:26;cartão de crédito;790,12;0,00;790,12;7,6
950;503-21-4385;B;Porto Alegre;Normal;Feminino;Casa e estilo de vida;793,21;2;39,66;1626,08;04/07/2023;12:40;dinheiro;1586,42;0,00;1586,42;7,9
951;305-89-2768;B;Florianopolis;Normal;Masculino;Acessórios eletrônicos;895,88;8;44,79;7211,83;04/24/2023;18:43;pix;7167,04;0,00;7167,04;7,1
952;574-80-1489;B;Porto Alegre;Membro;Masculino;Alimentos e bebidas;419,53;4;20,98;1699,10;10/29/2023;13:22;pix;1678,12;0,00;1678,12;9,4
953;784-08-0310;C;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;886,07;10;44,30;8905,00;03/02/2023;13:58;pix;8860,70;0,00;8860,70;8,9
954;200-40-6154;B;Porto Alegre;Normal;Feminino;Alimentos e bebidas;911,07;2;45,55;1867,69;06/24/2023;11:45;cartão de crédito;1822,14;0,00;1822,14;7,5
955;846-10-0341;A;Curitiba;Normal;Masculino;Esportes e viagens;728,48;9;36,42;6592,74;04/15/2023;11:51;dinheiro;6556,32;0,00;6556,32;5,3
956;577-34-7579;C;Curitiba;Membro;Feminino;Acessórios eletrônicos;625,39;4;31,27;2532,83;10/14/2023;17:16;cartão de crédito;2501,56;0,00;2501,56;9,1
957;430-02-3888;B;Porto Alegre;Normal;Masculino;Saúde e beleza;704,20;6;35,21;4260,41;04/23/2023;15:55;cartão de crédito;4225,20;0,00;4225,20;8,1
958;867-47-1948;C;Curitiba;Normal;Masculino;Esportes e viagens;600,99;3;30,05;1833,02;07/22/2023;12:07;dinheiro;1802,97;0,00;1802,97;5,7
959;384-59-6655;A;Florianopolis;Membro;Feminino;Saúde e beleza;397,92;3;19,90;1213,66;02/03/2023;15:07;cartão de crédito;1193,76;0,00;1193,76;6,9
960;256-58-3609;C;Florianopolis;Membro;Masculino;Acessórios eletrônicos;693,82;5;34,69;3503,79;01/19/2023;15:29;pix;3469,10;0,00;3469,10;9,0
961;324-92-3863;A;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;673,23;8;33,66;5419,50;02/10/2023;18:45;pix;5385,84;0,00;5385,84;9,3
962;593-08-5916;A;Curitiba;Membro;Masculino;Acessórios eletrônicos;478,38;3;23,92;1459,06;04/26/2023;15:23;cartão de crédito;1435,14;0,00;1435,14;5,7
963;364-34-2972;C;Florianopolis;Membro;Masculino;Saúde e beleza;401,63;4;20,08;1626,60;08/07/2023;20:37;dinheiro;1606,52;0,00;1606,52;7,1
